iter	RMSE
703	1.826035812
704	1.822286291
705	1.820425885
706	1.820291077
707	1.819111464
708	1.81897402
709	1.81519935
710	1.814049647
711	1.813815254
712	1.812660967
713	1.809775048
714	1.805587629
715	1.800625591
716	1.797098787
717	1.795656271
718	1.792371796
719	1.790073618
720	1.786820265
721	1.783047124
722	1.781245285
723	1.775628441
724	1.773907194
725	1.770034469
726	1.76656783
727	1.763136654
728	1.760899353
729	1.759765779
730	1.756094048
731	1.752250828
732	1.751406587
733	1.748127302
734	1.74476142
735	1.7421884
736	1.738774722
737	1.734700491
738	1.734490324
739	1.732195838
740	1.729067673
741	1.727954782
742	1.726990415
743	1.72590942
744	1.721983903
745	1.72177819
746	1.72002226
747	1.714657764
748	1.712582773
749	1.71069088
750	1.707159724
751	1.702101925
752	1.697940033
753	1.694778717
754	1.694696399
755	1.693049778
756	1.691765185
757	1.686867277
758	1.681989743
759	1.678567479
760	1.675372341
761	1.673218885
762	1.672158572
763	1.667396286
764	1.666322912
765	1.660270773
766	1.655528126
767	1.653511108
768	1.653414201
769	1.649931202
770	1.648693646
771	1.644296106
772	1.640627393
773	1.636241546
774	1.634140162
775	1.633241478
776	1.631473975
777	1.629888984
778	1.62700779
779	1.625204918
780	1.621743197
781	1.618589214
782	1.616333643
783	1.612544925
784	1.611610465
785	1.610602683
786	1.60634402
787	1.602031175
788	1.600321485
789	1.597775071
790	1.595269791
791	1.592591743
792	1.587511809
793	1.582177266
794	1.581177137
795	1.576394053
796	1.573601574
797	1.570910383
798	1.56839103
799	1.565906805
800	1.562260047
801	1.558895066
802	1.55590551
803	1.554917886
804	1.553761105
805	1.551328416
806	1.547517627
807	1.544612687
808	1.541487196
809	1.538841478
810	1.536913808
811	1.536768446
812	1.535973533
813	1.535036849
814	1.531618889
815	1.527786099
816	1.524963602
817	1.521533651
818	1.519314601
819	1.517332141
820	1.514485229
821	1.509993278
822	1.50824959
823	1.506912025
824	1.505022109
825	1.502267197
826	1.499567096
827	1.496999759
828	1.494759456
829	1.494640362
830	1.492609561
831	1.489600015
832	1.48838809
833	1.4851662
834	1.484276168
835	1.482412017
836	1.480464049
837	1.479742862
838	1.477070617
839	1.473467853
840	1.468749399
841	1.465211954
842	1.461589874
843	1.460531754
844	1.459811447
845	1.458438609
846	1.455389574
847	1.451547808
848	1.448458655
849	1.44537994
850	1.440104873
851	1.435817913
852	1.434808626
853	1.434211701
854	1.433303866
855	1.432459161
856	1.430348855
857	1.427608025
858	1.426271416
859	1.426090579
860	1.422112038
861	1.420281931
862	1.41760822
863	1.415885631
864	1.41338222
865	1.41140835
866	1.408962011
867	1.407266724
868	1.404818172
869	1.400167261
870	1.398117635
871	1.396384771
872	1.394051795
873	1.391445055
874	1.390375728
875	1.388638077
876	1.386871643
877	1.386048815
878	1.383503786
879	1.381472533
880	1.378385474
881	1.377533174
882	1.376657043
883	1.375955172
884	1.372477343
885	1.37025796
886	1.365812247
887	1.364367405
888	1.362424999
889	1.361629975
890	1.359168954
891	1.355614658
892	1.354067997
893	1.351819639
894	1.349594592
895	1.345828346
896	1.344031003
897	1.342222976
898	1.341540411
899	1.340754778
900	1.337552627
901	1.334230012
902	1.332872903
903	1.329957797
904	1.326086797
905	1.322356882
906	1.319683759
907	1.317508417
908	1.313930714
909	1.311748145
910	1.308017794
911	1.307568161
912	1.303343096
913	1.301365203
914	1.298671803
915	1.298004028
916	1.294296687
917	1.291254292
918	1.287619532
919	1.287511823
920	1.285202427
921	1.283329576
922	1.281690198
923	1.279041944
924	1.276897979
925	1.274791857
926	1.272249627
927	1.27036126
928	1.268061195
929	1.2673692
930	1.264252549
931	1.261746228
932	1.260478158
933	1.259351087
934	1.257626237
935	1.256813021
936	1.254114564
937	1.251019463
938	1.24874756
939	1.246452697
940	1.244931429
941	1.242998821
942	1.242578464
943	1.240474558
944	1.237238859
945	1.234487104
946	1.232729615
947	1.232607729
948	1.231899429
949	1.230166038
950	1.229105975
951	1.226742426
952	1.226059573
953	1.225637377
954	1.223223754
955	1.220213262
956	1.218499717
957	1.217721796
958	1.21608861
959	1.212288379
960	1.210820834
961	1.209750496
962	1.206944233
963	1.205765012
964	1.203060251
965	1.201801187
966	1.199370124
967	1.197648922
968	1.195954868
969	1.193398567
970	1.192172755
971	1.189547973
972	1.188903894
973	1.186535104
974	1.184951595
975	1.184609047
976	1.182530476
977	1.180271004
978	1.178878809
979	1.178111854
980	1.174831959
981	1.172602842
982	1.170079859
983	1.167967635
984	1.165223592
985	1.164375508
986	1.162495139
987	1.160889942
988	1.159133406
989	1.157110715
990	1.156717791
991	1.155139714
992	1.153627312
993	1.153249902
994	1.151804949
995	1.151217881
996	1.149999429
997	1.149212697
998	1.146805301
999	1.145696682
